"SIS.Id","Assignment.Name","Points.Possible","Due.Date","Unlocked.Date","Overall.course.grade","Assignment.on.time.percent","Page.Views","Participations"
104974848,"Progress report for the Week 4 study habits challenge (due 09/19 11:59 p.m.)",10,"Sep 19, 2021","Sep 17, 2021",78.09,83.0508474576271,615,140
104974848,"Progress report for the Week 5 study habits challenge (due 09/26 11:59 p.m.)",10,"Sep 26, 2021","-",78.09,83.0508474576271,615,140
104974848,"Progress report for the Week 7 study habits challenge (due 10/10 11:59 p.m.)",10,"Oct 10, 2021","Oct 8, 2021",78.09,83.0508474576271,615,140
104974848,"OPTIONAL (BONUS POINTS) Exam 3 practice: Review quiz for the Modules 1 & 2 material",20,"Oct 19, 2021","Oct 17, 2021",78.09,83.0508474576271,615,140
104974848,"Progress report for the Week 8 study habits challenge (due 10/19 11:59 p.m.)",10,"Oct 19, 2021","Oct 17, 2021",78.09,83.0508474576271,615,140
104974848,"Post-Lecture Quiz for the 11/04 (TH) Class (due 11/05 11:59 p.m.)",20,"Nov 5, 2021","Nov 4, 2021",78.09,83.0508474576271,615,140
104974848,"OPTIONAL (BONUS POINTS): Exam 4 Practice: Ful 50-Question Practice Exam",100,"Nov 13, 2021","Nov 9, 2021",78.09,83.0508474576271,615,140
104974848,"Progress report for the Week 12 study habits challenge (due 11/15 11:59 p.m.)",10,"Nov 15, 2021","Nov 13, 2021",78.09,83.0508474576271,615,140
104974848,"Week 13 Reading Quiz: Chapter 13 (due 11/19 11:59 p.m.)",15,"Nov 19, 2021","Nov 15, 2021",78.09,83.0508474576271,615,140
104974848,"Progress report for the Week 13 study habits challenge (due 11/19 11:59 p.m.)",10,"Nov 19, 2021","Nov 16, 2021",78.09,83.0508474576271,615,140
104974848,"Post-Lecture Quiz for the 11/30 (T) Class (due 12/01 11:59 p.m.)",20,"Dec 1, 2021","Nov 30, 2021",78.09,83.0508474576271,615,140
104974848,"Week 14 Reading Quiz: Chapter 12 (due 12/05 11:59 p.m.)",15,"Dec 5, 2021","Nov 29, 2021",78.09,83.0508474576271,615,140
104974848,"Progress report for the Week 14 study habits challenge (due 12/05 11:59 p.m.)",10,"Dec 5, 2021","Dec 2, 2021",78.09,83.0508474576271,615,140
104974848,"OPTIONAL (BONUS POINTS) Practice Practice Exam for the Cumulative (Modules 1-4) Portion of the Final Exam",100,"Dec 14, 2021","Dec 8, 2021",78.09,83.0508474576271,615,140
104974848,"OPTIONAL (BONUS POINTS) Practice Practice Exam for the New Material (Module 5) Portion of the Final Exam",100,"Dec 14, 2021","Dec 9, 2021",78.09,83.0508474576271,615,140
108204820,"Pre-Lecture Assignment for the 11/09 (T) Class (due 11/09 3:25 p.m. or 5:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-lecture Assignment for the 12/02 (TH) Class (due 12/02 3:25 p.m. or 5:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-Lecture Assignment for the 11/18 (TH) Class (due 11/18 3:25 p.m. or 5:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-Lecture Assignment for the 11/04 (TH) Class (due 11/04 3:25 p.m. or 5:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-Lecture Assignment for the 09/02 (TH) Class (due 9/02 2:30 p.m. or 4:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"OPTIONAL (BONUS POINTS): Choosing a New Skill to Practice for Week 4 Study Habit Challenge (due 09/16 3:25 p.m. or 5:00 p.m.)",0.5,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-Lecture Assignment for the 09/07 (T) Class (due 9/07 3:25 p.m. or 5:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-Lecture Assignment for the 08/26 (TH) Class (due 08/26 2:30 p.m. or 4:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-Lecture Assignment for the 10/28 (TH) Class (due 10/28 3:25 p.m. or 5:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-Lecture Assignment for the 10/14 (TH) Class (due 10/14 3:25 p.m. or 5:30 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-Lecture Assignment for the 11/16 (T) Class (due 11/16 3:25 p.m. or 5:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-Lecture Assignment for the 12/07 (T) Class (due 12/07 3:25 p.m. or 5:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Pre-Lecture Assignment for the 10/12 (T) Class (due 10/12 3:25 p.m. or 5:00 p.m.)",10,"-","-",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 08/26 (TH) Class (due 08/27 11:59 p.m.)",20,"Aug 27, 2021","-",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 08/31 (T) Class (due 09/01 11:59 p.m.)",20,"Sep 1, 2021","-",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 09/02 (TH) Class (due 09/03 11:59 p.m.)",20,"Sep 3, 2021","Sep 2, 2021",64.39,97.8723404255319,589,109
108204820,"Progress report for the Week 2 study habits challenge (due 09/06 11:59 p.m.)",10,"Sep 6, 2021","Sep 3, 2021",64.39,97.8723404255319,589,109
108204820,"Week 2 Reading Quiz (due 09/06 11:59 p.m.)",15,"Sep 6, 2021","-",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 09/07 (T) Class (due 09/08 11:59 p.m.)",20,"Sep 8, 2021","Sep 7, 2021",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 09/16 (TH) Class (due 09/17 11:59 p.m.)",20,"Sep 17, 2021","-",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 09/21 (T) Class (due 09/22 11:59 p.m.)",20,"Sep 22, 2021","-",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 10/07 (TH) Class (due 10/08 11:59 p.m.)",20,"Oct 8, 2021","-",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 10/12 (T) Class (due 10/13 11:59 p.m.)",20,"Oct 13, 2021","Oct 12, 2021",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 10/14 (TH) Class (due 10/15 11:59 p.m.)",20,"Oct 15, 2021","Oct 14, 2021",64.39,97.8723404255319,589,109
108204820,"Week 8 Reading Quiz: Chapter 7 (due 10/17 11:59 p.m.)",15,"Oct 17, 2021","Oct 11, 2021",64.39,97.8723404255319,589,109
108204820,"Progress report for the Week 8 study habits challenge (due 10/19 11:59 p.m.)",10,"Oct 19, 2021","Oct 17, 2021",64.39,97.8723404255319,589,109
108204820,"OPTIONAL (BONUS POINTS) Exam 3 practice: Review quiz for the Modules 1 & 2 material",20,"Oct 19, 2021","Oct 17, 2021",64.39,97.8723404255319,589,109
108204820,"Progress report for the Week 9 study habits challenge (due 10/25 11:59 p.m.)",10,"Oct 25, 2021","Oct 23, 2021",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 10/28 (TH) Class (due 10/29 11:59 p.m.)",20,"Oct 29, 2021","Nov 5, 2021",64.39,97.8723404255319,589,109
108204820,"Week 10 Reading Quiz: Chapter 8 (due 11/01 11:59 p.m.)",15,"Oct 31, 2021","Nov 5, 2021",64.39,97.8723404255319,589,109
108204820,"Progress report for the Week 10 study habits challenge (due 10/31 11:59 p.m.)",10,"Oct 31, 2021","Oct 28, 2021",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 11/04 (TH) Class (due 11/05 11:59 p.m.)",20,"Nov 5, 2021","Nov 4, 2021",64.39,97.8723404255319,589,109
108204820,"Progress report for the Week 11 study habits challenge (due 11/07 11:59 p.m.)",10,"Nov 7, 2021","Nov 4, 2021",64.39,97.8723404255319,589,109
108204820,"Week 11 Reading Quiz: Chapter 10 (due 11/07 11:59 p.m.)",15,"Nov 7, 2021","Nov 2, 2021",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 11/09 (T) Class (due 11/10 11:59 p.m.)",20,"Nov 10, 2021","Nov 9, 2021",64.39,97.8723404255319,589,109
108204820,"Progress report for the Week 12 study habits challenge (due 11/15 11:59 p.m.)",10,"Nov 15, 2021","Nov 13, 2021",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 11/16 (T) Class (due 11/17 11:59 p.m.)",20,"Nov 17, 2021","Nov 16, 2021",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 11/18 (TH) Class (due 11/19 11:59 p.m.)",20,"Nov 19, 2021","Nov 18, 2021",64.39,97.8723404255319,589,109
108204820,"Progress report for the Week 13 study habits challenge (due 11/19 11:59 p.m.)",10,"Nov 19, 2021","Nov 16, 2021",64.39,97.8723404255319,589,109
108204820,"Week 13 Reading Quiz: Chapter 13 (due 11/19 11:59 p.m.)",15,"Nov 19, 2021","Nov 15, 2021",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 11/30 (T) Class (due 12/01 11:59 p.m.)",20,"Dec 1, 2021","Nov 30, 2021",64.39,97.8723404255319,589,109
108204820,"Post-Lecture Quiz for the 12/02 (TH) Class (due 12/03 11:59 p.m.)",20,"Dec 3, 2021","Nov 4, 2021",64.39,97.8723404255319,589,109
108970600,"OPTIONAL (BONUS POINTS): Choosing a New Skill to Practice for Week 4 Study Habit Challenge (due 09/16 3:25 p.m. or 5:00 p.m.)",0.5,"-","-",81.22,95.1219512195122,722,172
108970600,"Post-Lecture Quiz for the 10/14 (TH) Class (due 10/15 11:59 p.m.)",20,"Oct 15, 2021","Oct 14, 2021",81.22,95.1219512195122,722,172
108970600,"Post-Lecture Quiz for the 10/28 (TH) Class (due 10/29 11:59 p.m.)",20,"Oct 29, 2021","Nov 5, 2021",81.22,95.1219512195122,722,172
108970600,"Progress report for the Week 10 study habits challenge (due 10/31 11:59 p.m.)",10,"Oct 31, 2021","Oct 28, 2021",81.22,95.1219512195122,722,172
108970600,"Week 10 Reading Quiz: Chapter 8 (due 11/01 11:59 p.m.)",15,"Oct 31, 2021","Nov 5, 2021",81.22,95.1219512195122,722,172
108970600,"Post-Lecture Quiz for the 11/04 (TH) Class (due 11/05 11:59 p.m.)",20,"Nov 5, 2021","Nov 4, 2021",81.22,95.1219512195122,722,172
108970600,"OPTIONAL (BONUS POINTS) End-of-Semester Survey",2.5,"Dec 15, 2021","Dec 11, 2021",81.22,95.1219512195122,722,172
107779806,"OPTIONAL (BONUS POINTS): Exam 1 Practice: Full 50-Question Practice Exam",100,"-","-",72.46,96.8253968253968,543,122
107779806,"OPTIONAL (BONUS POINTS): Choosing a New Skill to Practice for Week 4 Study Habit Challenge (due 09/16 3:25 p.m. or 5:00 p.m.)",0.5,"-","-",72.46,96.8253968253968,543,122
107779806,"Pre-Lecture Assignment for the 12/07 (T) Class (due 12/07 3:25 p.m. or 5:00 p.m.)",10,"-","-",72.46,96.8253968253968,543,122
107779806,"Pre-Lecture Assignment for the 12/09 (T) Class (due 12/09 3:25 p.m. or 5:00 p.m.)",10,"-","-",72.46,96.8253968253968,543,122
107779806,"Pre-lecture Assignment for the 12/02 (TH) Class (due 12/02 3:25 p.m. or 5:00 p.m.)",10,"-","-",72.46,96.8253968253968,543,122
107779806,"Post-Lecture Quiz for the 08/26 (TH) Class (due 08/27 11:59 p.m.)",20,"Aug 27, 2021","-",72.46,96.8253968253968,543,122
107779806,"Progress report for the Week 1 study habits challenge (due 08/29 11:59 p.m.)",10,"Aug 29, 2021","-",72.46,96.8253968253968,543,122
107779806,"Week 1 Reading Quiz (due 08/30 11:59 p.m.)",15,"Aug 30, 2021","-",72.46,96.8253968253968,543,122
107779806,"Post-Lecture Quiz for the 09/02 (TH) Class (due 09/03 11:59 p.m.)",20,"Sep 3, 2021","Sep 2, 2021",72.46,96.8253968253968,543,122
107779806,"Week 8 Reading Quiz: Chapter 7 (due 10/17 11:59 p.m.)",15,"Oct 17, 2021","Oct 11, 2021",72.46,96.8253968253968,543,122
107779806,"OPTIONAL (BONUS POINTS) Exam 3 practice: Review quiz for the Modules 1 & 2 material",20,"Oct 19, 2021","Oct 17, 2021",72.46,96.8253968253968,543,122
107779806,"Progress report for the Week 8 study habits challenge (due 10/19 11:59 p.m.)",10,"Oct 19, 2021","Oct 17, 2021",72.46,96.8253968253968,543,122
107779806,"OPTIONAL (BONUS POINTS): Exam 3 Practice: Full 50-Question Practice Exam",100,"Oct 24, 2021","Oct 19, 2021",72.46,96.8253968253968,543,122
107779806,"Progress report for the Week 9 study habits challenge (due 10/25 11:59 p.m.)",10,"Oct 25, 2021","Oct 23, 2021",72.46,96.8253968253968,543,122
107779806,"Post-Lecture Quiz for the 11/04 (TH) Class (due 11/05 11:59 p.m.)",20,"Nov 5, 2021","Nov 4, 2021",72.46,96.8253968253968,543,122
107779806,"Post-Lecture Quiz for the 11/09 (T) Class (due 11/10 11:59 p.m.)",20,"Nov 10, 2021","Nov 9, 2021",72.46,96.8253968253968,543,122
107779806,"OPTIONAL (BONUS POINTS): Exam 4 Practice: Ful 50-Question Practice Exam",100,"Nov 13, 2021","Nov 9, 2021",72.46,96.8253968253968,543,122
107779806,"Progress report for the Week 12 study habits challenge (due 11/15 11:59 p.m.)",10,"Nov 15, 2021","Nov 13, 2021",72.46,96.8253968253968,543,122
107779806,"Post-Lecture Quiz for the 11/16 (T) Class (due 11/17 11:59 p.m.)",20,"Nov 17, 2021","Nov 16, 2021",72.46,96.8253968253968,543,122
107779806,"Week 13 Reading Quiz: Chapter 13 (due 11/19 11:59 p.m.)",15,"Nov 19, 2021","Nov 15, 2021",72.46,96.8253968253968,543,122
107779806,"Progress report for the Week 13 study habits challenge (due 11/19 11:59 p.m.)",10,"Nov 19, 2021","Nov 16, 2021",72.46,96.8253968253968,543,122
107779806,"Post-Lecture Quiz for the 12/02 (TH) Class (due 12/03 11:59 p.m.)",20,"Dec 3, 2021","Nov 4, 2021",72.46,96.8253968253968,543,122
107779806,"Week 14 Reading Quiz: Chapter 12 (due 12/05 11:59 p.m.)",15,"Dec 5, 2021","Nov 29, 2021",72.46,96.8253968253968,543,122
107779806,"Progress report for the Week 14 study habits challenge (due 12/05 11:59 p.m.)",10,"Dec 5, 2021","Dec 2, 2021",72.46,96.8253968253968,543,122
107779806,"Post-Lecture Quiz for the 12/07 (T) Class (due 12/08 11:59 p.m.)",20,"Dec 8, 2021","Dec 7, 2021",72.46,96.8253968253968,543,122
107779806,"Progress report for the Week 15 study habits challenge (due 12/09 11:59 p.m.)",10,"Dec 9, 2021","Dec 7, 2021",72.46,96.8253968253968,543,122
108544729,"Progress report for the Week 7 study habits challenge (due 10/10 11:59 p.m.)",10,"Oct 10, 2021","Oct 8, 2021",89.11,91.2087912087912,1645,285
109246513,"OPTIONAL (BONUS POINTS): Choosing a New Skill to Practice for Week 4 Study Habit Challenge (due 09/16 3:25 p.m. or 5:00 p.m.)",0.5,"-","-",85.86,98.8888888888889,872,205
109246513,"Progress report for the Week 9 study habits challenge (due 10/25 11:59 p.m.)",10,"Oct 25, 2021","Oct 23, 2021",85.86,98.8888888888889,872,205
107482446,"Pre-Lecture Assignment for the 09/21 (T) Class (due 09/21 3:25 p.m. or 5:00 p.m.)",10,"-","-",82.02,71.9512195121951,1927,233
107482446,"Pre-Lecture Assignment for the 09/23 (TH) Class (due 09/23 3:25 p.m. or 5:00 p.m.)",10,"-","-",82.02,71.9512195121951,1927,233
107482446,"Post-Lecture Quiz for the 08/26 (TH) Class (due 08/27 11:59 p.m.)",20,"Aug 27, 2021","-",82.02,71.9512195121951,1927,233
107482446,"Week 1 Reading Quiz (due 08/30 11:59 p.m.)",15,"Aug 30, 2021","-",82.02,71.9512195121951,1927,233
107482446,"OPTIONAL (BONUS POINTS) Exam 2 practice: Full 50-question practice exam ",100,"Oct 1, 2021","-",82.02,71.9512195121951,1927,233
107482446,"Progress report for the Week 6 study habits challenge (due 10/04 11:59 p.m.)",10,"Oct 4, 2021","Oct 2, 2021",82.02,71.9512195121951,1927,233
107482446,"OPTIONAL (BONUS POINTS) Exam 3 practice: Review quiz for the Modules 1 & 2 material",20,"Oct 19, 2021","Oct 17, 2021",82.02,71.9512195121951,1927,233
107482446,"Progress report for the Week 15 study habits challenge (due 12/09 11:59 p.m.)",10,"Dec 9, 2021","Dec 7, 2021",82.02,71.9512195121951,1927,233
107482446,"OPTIONAL (BONUS POINTS) Practice Practice Exam for the New Material (Module 5) Portion of the Final Exam",100,"Dec 14, 2021","Dec 9, 2021",82.02,71.9512195121951,1927,233
108519067,"Post-Lecture Quiz for the 09/23 (TH) Class (due 09/24 11:59 p.m.)",20,"Sep 24, 2021","-",95.56,96.7032967032967,545,229
109410949,"Pre-lecture Assignment for the 12/02 (TH) Class (due 12/02 3:25 p.m. or 5:00 p.m.)",10,"-","-",79.43,78.6516853932584,1226,261
109410949,"Progress report for the Week 14 study habits challenge (due 12/05 11:59 p.m.)",10,"Dec 5, 2021","Dec 2, 2021",79.43,78.6516853932584,1226,261
109410949,"Progress report for the Week 15 study habits challenge (due 12/09 11:59 p.m.)",10,"Dec 9, 2021","Dec 7, 2021",79.43,78.6516853932584,1226,261
108974767,"Post-Lecture Quiz for the 10/28 (TH) Class (due 10/29 11:59 p.m.)",20,"Oct 29, 2021","Nov 5, 2021",87.72,95.6043956043956,1315,301
109487176,"OPTIONAL (BONUS POINTS): Choosing a New Skill to Practice for Week 4 Study Habit Challenge (due 09/16 3:25 p.m. or 5:00 p.m.)",0.5,"-","-",69.72,89.1566265060241,504,183
109487176,"Pre-Lecture Assignment for the 09/02 (TH) Class (due 9/02 2:30 p.m. or 4:00 p.m.)",10,"-","-",69.72,89.1566265060241,504,183
109487176,"Pre-lecture Assignment for the 12/02 (TH) Class (due 12/02 3:25 p.m. or 5:00 p.m.)",10,"-","-",69.72,89.1566265060241,504,183
109487176,"Post-Lecture Quiz for the 09/16 (TH) Class (due 09/17 11:59 p.m.)",20,"Sep 17, 2021","-",69.72,89.1566265060241,504,183
109487176,"Progress report for the Week 6 study habits challenge (due 10/04 11:59 p.m.)",10,"Oct 4, 2021","Oct 2, 2021",69.72,89.1566265060241,504,183
109487176,"OPTIONAL (BONUS POINTS) Exam 3 practice: Review quiz for the Modules 1 & 2 material",20,"Oct 19, 2021","Oct 17, 2021",69.72,89.1566265060241,504,183
109487176,"Progress report for the Week 8 study habits challenge (due 10/19 11:59 p.m.)",10,"Oct 19, 2021","Oct 17, 2021",69.72,89.1566265060241,504,183
109487176,"Post-Lecture Quiz for the 10/28 (TH) Class (due 10/29 11:59 p.m.)",20,"Oct 29, 2021","Nov 5, 2021",69.72,89.1566265060241,504,183
109487176,"OPTIONAL (BONUS POINTS): Exam 4 Practice: Ful 50-Question Practice Exam",100,"Nov 13, 2021","Nov 9, 2021",69.72,89.1566265060241,504,183
109520062,"Pre-Lecture Assignment for the 11/16 (T) Class (due 11/16 3:25 p.m. or 5:00 p.m.)",10,"-","-",79.89,96.3855421686747,1018,263
109520062,"OPTIONAL (BONUS POINTS) Exam 3 practice: Review quiz for the Modules 1 & 2 material",20,"Oct 19, 2021","Oct 17, 2021",79.89,96.3855421686747,1018,263
109520062,"Progress report for the Week 8 study habits challenge (due 10/19 11:59 p.m.)",10,"Oct 19, 2021","Oct 17, 2021",79.89,96.3855421686747,1018,263
109520062,"Post-Lecture Quiz for the 10/19 (T) Class (due 10/20 11:59 p.m.)",20,"Oct 20, 2021","Oct 19, 2021",79.89,96.3855421686747,1018,263
109520062,"OPTIONAL (BONUS POINTS): Exam 4 Practice: Ful 50-Question Practice Exam",100,"Nov 13, 2021","Nov 9, 2021",79.89,96.3855421686747,1018,263
109520062,"Post-Lecture Quiz for the 11/16 (T) Class (due 11/17 11:59 p.m.)",20,"Nov 17, 2021","Nov 16, 2021",79.89,96.3855421686747,1018,263
109520062,"Post-Lecture Quiz for the 12/02 (TH) Class (due 12/03 11:59 p.m.)",20,"Dec 3, 2021","Nov 4, 2021",79.89,96.3855421686747,1018,263
109520062,"Progress report for the Week 15 study habits challenge (due 12/09 11:59 p.m.)",10,"Dec 9, 2021","Dec 7, 2021",79.89,96.3855421686747,1018,263
109520062,"OPTIONAL (BONUS POINTS) Practice Practice Exam for the Cumulative (Modules 1-4) Portion of the Final Exam",100,"Dec 14, 2021","Dec 8, 2021",79.89,96.3855421686747,1018,263
109176247,"OPTIONAL (BONUS POINTS) Exam 3 practice: Review quiz for the Modules 1 & 2 material",20,"Oct 19, 2021","Oct 17, 2021",83.86,93.2584269662921,2311,281
109176247,"Progress report for the Week 8 study habits challenge (due 10/19 11:59 p.m.)",10,"Oct 19, 2021","Oct 17, 2021",83.86,93.2584269662921,2311,281
109176247,"OPTIONAL (BONUS POINTS) End-of-Semester Survey",2.5,"Dec 15, 2021","Dec 11, 2021",83.86,93.2584269662921,2311,281
109324765,"Pre-Lecture Assignment for the 08/26 (TH) Class (due 08/26 2:30 p.m. or 4:00 p.m.)",10,"-","-",81.64,98.876404494382,1486,416
109324765,"OPTIONAL (BONUS POINTS): Choosing a New Skill to Practice for Week 4 Study Habit Challenge (due 09/16 3:25 p.m. or 5:00 p.m.)",0.5,"-","-",81.64,98.876404494382,1486,416
109324765,"OPTIONAL (BONUS POINTS) Exam 3 practice: Review quiz for the Modules 1 & 2 material",20,"Oct 19, 2021","Oct 17, 2021",81.64,98.876404494382,1486,416
109533631,"Pre-Lecture Assignment for the 11/04 (TH) Class (due 11/04 3:25 p.m. or 5:00 p.m.)",10,"-","-",58.86,76.9230769230769,794,191
109533631,"Post-Lecture Quiz for the 08/26 (TH) Class (due 08/27 11:59 p.m.)",20,"Aug 27, 2021","-",58.86,76.9230769230769,794,191
109533631,"Progress report for the Week 3 study habits challenge (due 09/12 11:59 p.m.)",10,"Sep 12, 2021","Sep 9, 2021",58.86,76.9230769230769,794,191
109533631,"OPTIONAL (BONUS POINTS) Exam 2 practice: Full 50-question practice exam ",100,"Oct 1, 2021","-",58.86,76.9230769230769,794,191
109533631,"OPTIONAL (BONUS POINTS) Exam 3 practice: Review quiz for the Modules 1 & 2 material",20,"Oct 19, 2021","Oct 17, 2021",58.86,76.9230769230769,794,191
109533631,"OPTIONAL (BONUS POINTS): Exam 3 Practice: Full 50-Question Practice Exam",100,"Oct 24, 2021","Oct 19, 2021",58.86,76.9230769230769,794,191
109533631,"Post-Lecture Quiz for the 10/28 (TH) Class (due 10/29 11:59 p.m.)",20,"Oct 29, 2021","Nov 5, 2021",58.86,76.9230769230769,794,191
109533631,"Post-Lecture Quiz for the 11/02 (T) Class (due 11/03 11:59 p.m.)",20,"Nov 3, 2021","Nov 5, 2021",58.86,76.9230769230769,794,191
109533631,"Post-Lecture Quiz for the 11/04 (TH) Class (due 11/05 11:59 p.m.)",20,"Nov 5, 2021","Nov 4, 2021",58.86,76.9230769230769,794,191
109533631,"Week 13 Reading Quiz: Chapter 13 (due 11/19 11:59 p.m.)",15,"Nov 19, 2021","Nov 15, 2021",58.86,76.9230769230769,794,191
109533631,"Post-Lecture Quiz for the 12/02 (TH) Class (due 12/03 11:59 p.m.)",20,"Dec 3, 2021","Nov 4, 2021",58.86,76.9230769230769,794,191
109533631,"OPTIONAL (BONUS POINTS) Practice Practice Exam for the Cumulative (Modules 1-4) Portion of the Final Exam",100,"Dec 14, 2021","Dec 8, 2021",58.86,76.9230769230769,794,191
109533631,"OPTIONAL (BONUS POINTS) End-of-Semester Survey",2.5,"Dec 15, 2021","Dec 11, 2021",58.86,76.9230769230769,794,191
109536343,"OPTIONAL (BONUS POINTS): Choosing a New Skill to Practice for Week 4 Study Habit Challenge (due 09/16 3:25 p.m. or 5:00 p.m.)",0.5,"-","-",95.64,93.4065934065934,1396,252
109501990,"Progress report for the Week 1 study habits challenge (due 08/29 11:59 p.m.)",10,"Aug 29, 2021","-",84.34,98.8505747126437,1285,247
109501990,"Progress report for the Week 8 study habits challenge (due 10/19 11:59 p.m.)",10,"Oct 19, 2021","Oct 17, 2021",84.34,98.8505747126437,1285,247
109501990,"Post-Lecture Quiz for the 11/18 (TH) Class (due 11/19 11:59 p.m.)",20,"Nov 19, 2021","Nov 18, 2021",84.34,98.8505747126437,1285,247
109501990,"Progress report for the Week 13 study habits challenge (due 11/19 11:59 p.m.)",10,"Nov 19, 2021","Nov 16, 2021",84.34,98.8505747126437,1285,247
109501990,"Post-Lecture Quiz for the 12/02 (TH) Class (due 12/03 11:59 p.m.)",20,"Dec 3, 2021","Nov 4, 2021",84.34,98.8505747126437,1285,247
109496104,"OPTIONAL (BONUS POINTS): Exam 1 Practice: Full 50-Question Practice Exam",100,"-","-",82.05,98.9010989010989,1643,241
109505182,"Pre-Lecture Assignment for the 09/28 (T) Class (due 09/28 3:25 p.m. or 5:00 p.m.)",10,"-","-",84.25,84.0909090909091,1808,332
109505182,"OPTIONAL (BONUS POINTS) Exam 3 practice: Review quiz for the Modules 1 & 2 material",20,"Oct 19, 2021","Oct 17, 2021",84.25,84.0909090909091,1808,332
